Quote on 1/12/16 15:53:53

S&P 500
Symbol,Last,,Quote Trend,%Change,Volume,Net Chng,Bid,Ask,BS,AS,Open,High,Low,52High,52Low,Shares,Description
TSCO,84.66,Range Bound,"instrument=TSCO
trend=[RED, RED, GREEN, RED, RED_OVER_GREEN, RED, RED, GREEN, RED, RED]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.43%,"1,192,814",+2.01,83.20,83.50,1,2,82.96,84.77,82.67,96.28,74.52,"134,333,920",TRACTOR SUPPLY CO COM
TSN,53.58,Range Bound,"instrument=TSN
trend=[RED, GREEN, RED, RED, GREEN, RED, GREEN, RED, RED, GREEN]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.63%,"3,186,859",+.86,53.31,53.59,2,1,52.66,53.71,52.55,54.42,37.10,"365,655,260",TYSON FOODS INC CL A
TSO,104.65,Range Bound,"instrument=TSO
trend=[GREEN, GREEN, GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED, GREEN, GREEN, RED, GREEN]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+3.54%,"1,943,386",+3.58,99.53,109.96,2,2,102.16,105.18,101.65,119.67,64.16,"120,390,425",TESORO CORPORATION COM
TSS,46.50,Range Bound,"instrument=TSS
trend=[RED, GREEN, RED, RED, RED, GREEN, RED, GREEN, RED, GREEN]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.29%,"2,231,736",+1.04,46.23,50.47,4,1,46.04,46.62,45.66,56.69,33.12,"183,989,420",TOTAL SYS SVCS INC COM
TWC,183.58,Range Bound,"instrument=TWC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.15%,"1,037,221",+.28,174.29,193.07,1,1,184.00,185.24,181.65,194.22,134.21,"283,197,550",TIME WARNER CABLE INC COM
TWX,71.09,Uptrend,"instrument=TWX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.13%,"13,701,372",+1.48,71.03,71.09,1,3,69.45,72.44,69.11,91.34,62.941,"799,480,040",TIME WARNER INC COM
TXN,51.53,Range Bound,"instrument=TXN
trend=[GREEN, RED, GREEN, RED, GREEN, RED, GREEN, RED, GREEN, RED]
headPointer=3
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.62%,"5,075,810",+.32,51.30,51.50,2,1,51.73,51.84,50.825,59.99,43.49,"1,014,412,070",TEXAS INSTRUMENTS INC COM
TXT,39.08,Range Bound,"instrument=TXT
trend=[RED_OVER_GREEN, RED, RED, BRIGHT_RED, RED_OVER_GREEN, RED, BRIGHT_RED, RED_OVER_GREEN, RED, BRIGHT_RED]
headPointer=8
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.49%,"2,636,649",+.19,38.81,40.67,4,1,39.25,39.30,38.50,46.93,32.20,"273,670,400",TEXTRON INC COM
TYC,30.57,Range Bound,"instrument=TYC
trend=[RED, GREEN, RED, RED, RED, RED, GREEN, RED, RED, GREEN]
headPointer=4
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.96%,"4,650,085",+.29,30.37,32.63,1,6,30.80,31.30,30.33,44.00,30.04,"422,755,900",TYCO INTL LTD COM
UA,72.15,Downtrend,"instrument=UA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+3.13%,"5,826,523",+2.19,71.77,72.13,1,1,71.05,72.19,69.3186,105.89,63.77,"215,815,880",UNDER ARMOUR INC COM CLASS A
UAL,50.86,Downtrend,"instrument=UAL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.47%,"10,053,720",-.76,50.61,50.83,30,1,51.66,51.70,49.71,74.52,49.20,"372,810,270",UNITED CONTINENTAL HLDGS COM
UHS,112.30,Range Bound,"instrument=UHS
trend=[null, RED, GREEN, RED, GREEN, RED, GREEN, RED, GREEN, null]
headPointer=8
separatorPointer=8
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.89%,"750,079",-2.16,106.60,112.25,1,1,115.41,117.50,110.10,148.57,101.20,"98,472,539",UNIVERSAL HEALTH SVCS INC CL B
UNH,112.26,Range Bound,"instrument=UNH
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.45%,"3,998,631",+2.68,111.02,113.47,1,1,110.36,113.13,110.05,126.21,95.00,"953,108,440",UNITEDHEALTH GROUP INC COM
UNM,30.19,Range Bound,"instrument=UNM
trend=[GREEN, RED, RED, GREEN, RED_OVER_GREEN, RED, GREEN_OVER_RED, RED_OVER_GREEN, GREEN, GREEN]
headPointer=2
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.17%,"2,064,571",-.05,29.59,31.56,6,6,30.60,30.66,29.68,38.15,29.81,"243,447,410",UNUM PROVIDENT CORP COM
UNP,76.27,Range Bound,"instrument=UNP
trend=[null, GREEN, GREEN, GREEN, GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.95%,"6,985,574",+1.46,75.39,76.00,1,4,75.51,76.46,74.38,124.52,72.424,"854,120,630",UNION PAC CORP COM
UPS,93.00,Range Bound,"instrument=UPS
trend=[GREEN, RED, RED, RED, RED, GREEN, RED, RED, GREEN, RED]
headPointer=4
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.46%,"4,424,442",+1.34,92.51,92.87,1,2,91.66,93.10,91.66,114.40,90.71,"890,414,730",UNITED PARCEL SERVICE CL B
URBN,22.05,Range Bound,"instrument=URBN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.96%,"1,699,818",+.21,20.96,22.04,1,1,22.16,22.71,21.69,47.25,19.26,"117,321,204",URBAN OUTFITTERS INC COM
URI,61.28,Range Bound,"instrument=URI
trend=[RED, GREEN_OVER_RED, RED, RED, RED, RED, GREEN_OVER_RED, RED_OVER_GREEN, RED, RED]
headPointer=3
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.52%,"2,168,239",+.32,60.74,61.30,3,1,61.99,63.85,59.66,105.83,56.66,"92,828,361",UNITED RENTALS CV COM
USB,40.62,Range Bound,"instrument=USB
trend=[GREEN, RED, GREEN, RED, RED, RED, RED, RED, RED, RED]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.91%,"9,880,516",+.76,40.41,40.58,3,1,40.40,40.66,39.69,46.26,38.805,"1,749,177,100",US BANCORP COM (NEW)
UTX,90.50,Range Bound,"instrument=UTX
trend=[RED_OVER_GREEN, GREEN, RED, GREEN, RED, GREEN, RED, RED, RED, RED]
headPointer=7
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",0.00%,"7,690,599",0,89.95,90.45,1,2,90.99,91.15,89.67,124.45,85.50,"887,020,940",UNITED TECH CORP COM
V,74.76,Range Bound,"instrument=V
trend=[GREEN, RED, RED, GREEN, RED, GREEN, RED, RED, GREEN, RED]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.14%,"10,195,408",+.84,74.41,74.72,2,1,74.52,75.00,74.02,81.01,60.00,"2,211,543,300",VISA INC CLASS A
VAR,76.36,Range Bound,"instrument=VAR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.32%,"617,389",+.24,73.07,79.78,1,1,76.79,77.78,75.70,96.67,71.07,"96,884,737",VARIAN MEDICAL SYSTEMS INC COM
VFC,57.72,Range Bound,"instrument=VFC
trend=[BRIGHT_RED, RED_OVER_GREEN, GREEN, RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN, GREEN, RED_OVER_GREEN]
headPointer=9
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.25%,"3,823,470",+1.27,57.06,60.39,2,3,57.49,58.545,56.98,77.83,55.84,"426,309,080",V F CORP COM
VIAB,41.69,Range Bound,"instrument=VIAB
trend=[RED, GREEN, RED, RED, RED, RED, RED, RED, RED, RED]
headPointer=5
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.76%,"3,063,466",+.72,41.37,43.58,3,3,41.37,42.64,41.048,74.17,36.32,"396,643,260",VIACOM INC CL B
VLO,71.19,Range Bound,"instrument=VLO
trend=[RED, RED, BRIGHT_GREEN, RED, GREEN, BRIGHT_RED, RED, RED, GREEN, RED]
headPointer=9
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+3.07%,"8,149,830",+2.12,70.68,70.90,1,5,69.87,72.06,69.31,73.88,43.45,"481,503,440",VALERO ENERGY CORP NEW COM
VMC,86.71,Range Bound,"instrument=VMC
trend=[RED_OVER_GREEN, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED_OVER_GREEN, RED_OVER_GREEN, GREEN_OVER_RED]
headPointer=3
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.99%,"2,099,484",+.85,83.55,88.46,2,2,86.73,88.18,85.66,106.835,65.37,"133,318,991",VULCAN MATLS CO COM
VNO,94.28,Range Bound,"instrument=VNO
trend=[GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN]
headPointer=2
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.46%,"973,684",-1.40,93.45,98.46,2,2,96.15,96.15,93.955,115.73,84.60,"188,540,880",VORNADO REALTY TRUST COM
VRSN,79.29,Range Bound,"instrument=VRSN
trend=[RED, GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED, RED, RED, RED_OVER_GREEN, RED, RED]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.56%,"938,493",+1.22,79.00,81.71,8,2,78.72,79.60,78.15,93.94,53.48,"111,507,162",VERISIGN INC COM
VRTX,103.64,Downtrend,"instrument=VRTX
trend=[null, RED, GREEN, RED, GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.30%,"3,235,914",-.31,100.06,103.64,1,3,104.95,108.71,98.87,143.45,97.45,"245,717,290",VERTEX PHARMACEUTICALS INC COM
VTR,55.89,Range Bound,"instrument=VTR
trend=[GREEN, RED, RED, RED, RED, GREEN, BRIGHT_RED, RED, GREEN, RED]
headPointer=1
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.22%,"2,178,474",-.69,55.66,57.45,3,1,56.79,56.79,55.42,71.751541,49.31,"332,982,780",VENTAS INC COM
VZ,44.93,Range Bound,"instrument=VZ
trend=[RED, GREEN, RED, RED, GREEN, RED, GREEN, RED, GREEN, GREEN]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.35%,"15,102,425",-.16,44.73,44.88,5,1,45.24,45.25,44.53,50.86,38.06,"4,068,873,100",VERIZON COMMUNICATIONS COM
WAT,126.82,Range Bound,"instrument=WAT
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null]
headPointer=8
separatorPointer=8
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.59%,"743,032",+.74,120.38,133.44,2,2,127.26,128.36,124.9615,137.39,112.30,"81,663,790",WATERS CORP COM
WBA,81.82,Range Bound,"instrument=WBA
trend=[null, RED, RED, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.99%,"4,143,417",+.80,81.46,81.74,3,1,81.58,81.98,80.81,97.30,73.00,"1,078,746,870",WALGREENS BOOTS ALLIANCE INC COM
WDC,52.36,Downtrend,"instrument=WDC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.83%,"5,201,509",-.44,52.10,52.29,1,1,53.19,54.23,51.50,112.57,52.25,"231,715,840",WESTERN DIGITAL CORP COM
WEC,51.55,Range Bound,"instrument=WEC
trend=[GREEN, RED, GREEN, RED, RED, RED, GREEN, RED, GREEN, RED]
headPointer=1
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.66%,"1,688,921",-.34,51.29,51.55,3,1,52.12,52.1201,51.02,58.01,44.93,"315,684,450",WEC ENERGY GROUP INC COM
WFC,51.36,Range Bound,"instrument=WFC
trend=[null, RED, RED, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.54%,"28,836,690",+1.27,51.30,51.35,3,1,50.88,51.52,50.45,58.765,47.75,"5,107,812,800",WELLS FARGO & CO COM
WFM,32.27,Range Bound,"instrument=WFM
trend=[null, RED, RED, GREEN, RED, GREEN, RED, GREEN, null, null]
headPointer=7
separatorPointer=7
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.29%,"4,101,200",+.41,32.18,32.26,5,1,32.16,32.39,31.92,57.57,28.73,"341,268,310",WHOLE FOODS MKT INC COM
WHR,134.31,Range Bound,"instrument=WHR
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null]
headPointer=8
separatorPointer=8
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.07%,"801,037",-.10,127.44,141.27,2,2,135.76,136.35,131.38,217.11,132.45,"78,194,437",WHIRLPOOL CORP COM
WM,53.20,Range Bound,"instrument=WM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.64%,"2,299,865",+.34,50.01,53.19,1,1,52.97,53.32,52.66,55.93,45.86,"446,495,290",WASTE MANAGEMENT INC COM
WMB,16.54,Downtrend,"instrument=WMB
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-11.50%,"49,485,616",-2.15,16.40,16.53,5,29,18.93,19.2199,15.19,61.38,18.31,"749,764,740",WILLIAMS COS INC COM
WMT,63.62,Range Bound,"instrument=WMT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.93%,"12,185,655",-.60,63.44,63.60,3,1,64.38,64.73,63.431,90.97,56.30,"3,201,893,200",WAL-MART STORES COM
WRK,38.35,Downtrend,"instrument=WRK
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.55%,"3,538,004",-1.41,38.35,50.00,0,1,40.02,40.44,37.90,71.47,39.41,"257,113,600",WESTROCK CO COM
WU,17.03,Range Bound,"instrument=WU
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.95%,"3,809,290",+.16,16.96,17.03,4,5,17.07,17.22,16.69,22.84,16.66,"505,281,010",WESTERN UNION COM
WY,27.02,Range Bound,"instrument=WY
trend=[null, RED, GREEN, RED, GREEN, RED, null, null, null, null]
headPointer=5
separatorPointer=5
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-2.14%,"8,018,084",-.59,26.72,28.99,10,6,27.93,27.94,26.70,37.04,26.73,"510,577,990",WEYERHAEUSER CO COM
WYN,69.58,Range Bound,"instrument=WYN
trend=[RED_OVER_GREEN, GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, RED_OVER_GREEN, RED_OVER_GREEN, GREEN]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.61%,"834,625",+.42,67.47,72.44,2,2,69.82,70.47,68.59,94.35,68.39,"116,106,000",WYNDHAM WORLDWIDE CORP COM
WYNN,55.62,Downtrend,"instrument=WYNN
trend=[null, GREEN, RED, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-2.06%,"3,802,439",-1.17,55.40,55.59,10,1,58.45,58.62,54.93,160.41,50.96,"101,568,512",WYNN RESORTS LTD COM
XEC,80.07,Downtrend,"instrument=XEC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.83%,"1,614,611",-.67,2.05,92.16,5,7,82.28,82.96,77.42,132.18,79.41,"94,559,630",CIMAREX ENERGY CO COM
XEL,36.33,Range Bound,"instrument=XEL
trend=[GREEN, RED, GREEN, RED, GREEN, RED, GREEN, RED, GREEN, RED]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.38%,"3,354,193",-.14,36.17,36.33,3,1,36.61,36.70,35.87,38.345,31.76,"507,496,980",XCEL ENERGY INC COM
XL,35.93,Range Bound,"instrument=XL
trend=[GREEN, RED, GREEN, RED, GREEN, RED, GREEN, RED, RED, RED]
headPointer=8
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.44%,"4,376,057",-.16,35.77,35.94,2,1,36.22,36.265,35.48,40.48,5.40,"297,759,370",XL GROUP PLC ORD IE00B5LRLL25
XLNX,43.36,Range Bound,"instrument=XLNX
trend=[GREEN, RED, RED, GREEN, RED, RED, RED, RED, RED, GREEN]
headPointer=4
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.56%,"2,941,432",+.24,43.09,43.29,3,1,43.53,43.53,42.76,50.72,37.195,"256,975,020",XILINX INC COM
XOM,75.20,Range Bound,"instrument=XOM
trend=[null, RED, RED, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.05%,"21,839,353",+1.51,74.95,75.07,26,4,74.12,75.42,73.1518,93.45,66.55,"4,162,938,500",EXXON MOBIL CORPORATION COM
XRAY,56.49,Range Bound,"instrument=XRAY
trend=[null, GREEN, RED, RED, null, null, null, null, null, null]
headPointer=3
separatorPointer=3
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.09%,"1,533,967",+.61,56.19,56.49,2,1,56.10,56.86,55.94,63.45,49.42,"139,866,490",DENTSPLY INTL INC COM
XRX,9.53,Range Bound,"instrument=XRX
trend=[RED, RED, RED, RED, RED, RED, RED, RED, RED, RED]
headPointer=8
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.38%,"6,416,466",+.13,9.47,9.55,9,9,9.53,9.57,9.30,14.15,9.17,"1,012,402,750",XEROX CORP COM
XYL,34.27,Range Bound,"instrument=XYL
trend=[RED, GREEN, RED, RED, RED, RED, GREEN, GREEN, RED, GREEN]
headPointer=2
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.56%,"780,966",+.19,34.05,34.28,4,1,34.35,34.55,33.86,38.00,29.90,"179,366,170",XYLEM INC COM
YHOO,30.69,Range Bound,"instrument=YHOO
trend=[null, BRIGHT_RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.72%,"12,662,188",+.52,30.60,30.61,43,2,30.58,30.97,30.21,50.32,27.20,"944,355,140",YAHOO! INC COM
YUM,69.57,Range Bound,"instrument=YUM
trend=[null, RED, GREEN, RED, RED, GREEN, null, null, null, null]
headPointer=5
separatorPointer=5
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.28%,"3,249,723",+1.55,71.20,71.97,50,1,68.57,69.79,68.46,95.90,66.35,"431,241,630",YUM! BRANDS INC COM
ZBH,102.87,Range Bound,"instrument=ZBH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+3.08%,"1,840,540",+3.07,93.60,109.98,2,1,100.68,103.42,99.89,121.84,88.77,"203,779,930",ZIMMER BIOMET HOLDINGS INC COM
ZION,24.01,Downtrend,"instrument=ZION
trend=[GREEN, RED, RED, GREEN_OVER_RED, RED_OVER_GREEN, RED, GREEN, RED, RED, BRIGHT_RED]
headPointer=1
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.41%,"4,346,853",-.10,23.85,24.91,6,7,24.42,24.51,23.26,33.03,23.72,"204,294,520",ZIONS BANCORPORATION COM
ZTS,44.97,Range Bound,"instrument=ZTS
trend=[RED, GREEN, GREEN, GREEN, GREEN, GREEN, RED, GREEN, GREEN, GREEN]
headPointer=5
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.87%,"6,618,395",+.39,42.00,44.97,1,1,43.87,45.05,43.25,55.38,37.73,"497,920,460",ZOETIS INC COM
